id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1310910290,20150507T000000,327500.0,4,2.25,2240,9600,2.0,0,0,3,8,2240.0,0,1971,0,98032,47.361000000000004,-122.281,2050,9240
3336500140,20140919T000000,208800.0,3,2.5,1390,2450,2.0,0,0,3,7,1390.0,0,2009,0,98118,47.5298,-122.26899999999999,1390,2450
5726500130,20150407T000000,518000.0,4,1.75,2560,15000,1.0,0,0,3,7,1880.0,680,1974,0,98075,47.5952,-122.053,2210,15150
9831200500,20150304T000000,2479000.0,5,3.75,6810,7500,2.5,0,0,3,13,6110.0,700,1922,0,98102,47.6285,-122.322,2660,7500
9542100135,20141112T000000,620000.0,4,1.75,2350,18800,1.0,0,2,3,8,2350.0,0,1959,0,98005,47.5904,-122.177,3050,14640
2838000130,20150213T000000,722000.0,3,2.5,2230,4850,2.0,0,0,3,8,2230.0,0,2014,0,98133,47.7295,-122.334,2230,4513
5693501100,20140731T000000,640000.0,3,3.0,1560,1466,3.0,0,0,3,8,1560.0,0,2006,0,98103,47.6604,-122.352,1530,2975
7883605695,20141124T000000,350000.0,3,1.5,1870,9000,1.0,0,0,3,7,1120.0,750,1923,0,98108,47.5224,-122.318,1850,6000
6700400110,20140702T000000,223000.0,3,2.0,1110,7231,1.0,0,0,4,7,1110.0,0,1991,0,98031,47.4036,-122.191,1550,7245
1222000055,20141123T000000,180250.0,2,0.75,900,9600,1.0,0,0,3,6,900.0,0,1941,0,98166,47.4604,-122.339,1250,14280
9828701488,20150504T000000,360000.0,2,1.0,880,1165,2.0,0,0,3,8,880.0,0,2005,0,98122,47.6192,-122.29700000000001,1640,3825
4178500300,20140916T000000,269000.0,3,2.5,1730,6653,1.0,0,0,4,7,1360.0,370,1990,0,98042,47.3588,-122.088,1730,7061
3826500170,20141111T000000,283000.0,3,2.25,2130,8800,1.0,0,0,3,8,1270.0,860,1978,0,98030,47.383,-122.16799999999999,1960,8075
3580900260,20140505T000000,340000.0,5,1.0,1120,9022,1.5,0,0,4,7,1120.0,0,1962,0,98034,47.7296,-122.24,1310,7500
5706600150,20140528T000000,215000.0,3,1.75,1210,8075,1.0,0,0,4,6,1210.0,0,1983,0,98001,47.2666,-122.25399999999999,1310,8025
5381000477,20150128T000000,399500.0,4,2.5,2560,7492,2.0,0,0,3,8,2560.0,0,2014,0,98188,47.4467,-122.287,1260,11541
5014600180,20140513T000000,675000.0,4,2.5,3000,5548,2.0,0,0,3,9,3000.0,0,2006,0,98059,47.5399,-122.18799999999999,2870,5000
6072800265,20140813T000000,2395000.0,4,3.25,3800,19798,2.0,0,0,3,10,3800.0,0,1969,2009,98006,47.5684,-122.19,3940,18975
7694200090,20150504T000000,350000.0,3,2.5,1730,4086,2.0,0,0,3,8,1730.0,0,2013,0,98146,47.5016,-122.34100000000001,2030,4086
2324800110,20140612T000000,699000.0,4,2.5,3280,27441,2.0,0,0,3,9,3280.0,0,1996,0,98053,47.6711,-122.012,3200,26960
1545808110,20140617T000000,250000.0,4,2.5,1800,8100,2.0,0,0,3,7,1800.0,0,1998,0,98038,47.3611,-122.04700000000001,1590,8100
3629920140,20150407T000000,477000.0,3,2.25,1260,3000,2.0,0,0,3,7,1260.0,0,2003,0,98029,47.5459,-121.99700000000001,1630,3023
1036000610,20150507T000000,639500.0,3,1.75,2010,8072,1.0,0,0,4,8,2010.0,0,1974,0,98052,47.6327,-122.09700000000001,2030,8055
16000397,20141205T000000,189000.0,2,1.0,1200,9850,1.0,0,0,4,7,1200.0,0,1921,0,98002,47.3089,-122.21,1060,5095
8029500450,20140529T000000,300000.0,3,2.5,2080,9827,2.0,0,0,3,8,2080.0,0,1989,0,98023,47.3058,-122.39399999999999,2660,9861
1622069127,20141118T000000,525000.0,5,3.25,3960,321908,2.0,0,0,4,9,2690.0,1270,1989,0,98038,47.3984,-122.055,2360,96703
9346920070,20140822T000000,583000.0,3,1.75,1930,10183,1.0,0,0,4,8,1480.0,450,1975,0,98006,47.5624,-122.135,2320,10000
114101516,20140528T000000,310000.0,3,1.0,1430,19901,1.5,0,0,4,7,1430.0,0,1927,0,98028,47.7558,-122.229,1780,12697
8902000407,20141217T000000,480000.0,3,1.75,1740,8528,1.0,0,0,4,7,1290.0,450,1939,0,98125,47.7097,-122.303,1610,8528
1431400070,20150205T000000,215000.0,3,1.0,1060,7900,1.0,0,0,3,7,1060.0,0,1961,2001,98058,47.4604,-122.18,1310,7900
9310300211,20141114T000000,284000.0,3,1.0,1080,8214,1.0,0,0,3,7,1080.0,0,1944,0,98133,47.7401,-122.348,1850,13560
5149300100,20140818T000000,304999.0,4,2.25,2270,9600,1.0,0,0,3,7,1290.0,980,1976,0,98023,47.3261,-122.355,1930,15000
629811600,20140724T000000,672800.0,4,2.5,2740,10533,2.0,0,0,3,9,2740.0,0,1997,0,98074,47.6095,-122.006,2760,8603
1090000005,20150504T000000,402000.0,2,1.0,1210,5600,1.5,0,0,3,7,1210.0,0,1922,0,98136,47.5322,-122.39200000000001,1400,5028
3121500100,20140903T000000,715000.0,4,2.5,2970,29163,2.0,0,0,3,9,2970.0,0,1993,0,98053,47.6717,-122.025,3100,31105
1245000461,20140703T000000,1150000.0,5,2.5,3580,8921,2.0,0,0,3,9,3580.0,0,2000,0,98033,47.693000000000005,-122.20200000000001,2710,9308
524059093,20140825T000000,775000.0,3,1.75,1640,18730,1.5,0,0,4,7,1640.0,0,1946,0,98004,47.5975,-122.196,1670,12154
917000300,20140520T000000,452000.0,4,1.0,1210,3760,1.5,0,0,3,6,1210.0,0,1900,0,98103,47.6872,-122.344,1540,3800
1862900690,20140925T000000,257500.0,3,2.0,1140,7078,1.0,0,0,4,7,1140.0,0,1991,0,98031,47.4057,-122.185,1460,7078
424069130,20150213T000000,584999.0,4,2.75,2050,17859,1.0,0,0,4,7,1300.0,750,1967,0,98075,47.5945,-122.056,2960,20908
9528104109,20141027T000000,530000.0,3,2.5,1365,1090,3.0,0,0,3,7,1315.0,50,2003,0,98115,47.6776,-122.324,1360,1124
7942100290,20140910T000000,199000.0,3,1.75,1050,9871,1.0,0,0,5,7,1050.0,0,1968,0,98042,47.3816,-122.087,1300,10794
5003600240,20141204T000000,292000.0,4,2.5,2060,5950,2.0,0,0,3,8,2060.0,0,2000,0,98030,47.3631,-122.19200000000001,2242,6406
7283900012,20141021T000000,275000.0,3,1.5,1410,9000,1.0,0,0,3,7,1410.0,0,1953,0,98133,47.7635,-122.35,1910,7214
8731951130,20140609T000000,250250.0,3,2.25,2210,8000,2.0,0,0,4,8,2210.0,0,1969,0,98023,47.3085,-122.381,1990,8000
4388000140,20140729T000000,194000.0,3,1.0,1070,6440,1.0,0,0,4,7,1070.0,0,1971,0,98023,47.3186,-122.37299999999999,1190,6532
3374500250,20140922T000000,363500.0,4,2.5,2680,7700,2.0,0,0,4,8,2680.0,0,1990,0,98031,47.4094,-122.17,2400,7700
705700240,20150218T000000,380000.0,4,2.5,2320,10079,2.0,0,0,3,7,2320.0,0,1994,0,98038,47.3828,-122.02600000000001,2010,7438
3751600030,20140717T000000,100000.0,2,1.0,770,17334,1.0,0,0,3,7,770.0,0,1978,0,98001,47.2997,-122.26899999999999,1480,17334
7663700531,20150106T000000,325000.0,2,1.0,620,14823,1.0,0,0,3,6,620.0,0,1926,0,98125,47.7322,-122.3,1400,7930
7771300155,20140716T000000,332500.0,3,1.0,1030,8164,1.0,0,0,4,7,1030.0,0,1950,0,98133,47.7353,-122.334,1340,8164
4139500080,20140718T000000,1488000.0,4,4.25,5180,13077,2.0,0,3,3,12,4280.0,900,1998,0,98006,47.5513,-122.109,5030,15069
635000009,20141112T000000,1050000.0,2,2.5,2350,2390,3.0,0,2,3,10,2000.0,350,2007,0,98144,47.5999,-122.286,1950,2390
6073500190,20140821T000000,614306.0,2,2.25,2210,5500,1.0,0,0,4,8,1410.0,800,1968,0,98117,47.696999999999996,-122.39,2140,6600
5231000060,20140805T000000,310000.0,3,1.75,1490,7150,1.0,0,0,5,6,1490.0,0,1967,0,98059,47.5015,-122.124,1350,9100
8681660060,20140929T000000,503000.0,4,2.5,2470,5044,2.0,0,0,3,9,2470.0,0,2005,0,98155,47.7728,-122.271,2790,5583
8901000585,20150401T000000,525000.0,4,1.75,1600,7400,1.0,0,0,3,7,1210.0,390,1973,0,98125,47.7111,-122.309,1640,7500
2771101921,20141211T000000,377000.0,2,1.5,1000,1251,2.0,0,0,3,7,930.0,70,2006,0,98199,47.6529,-122.384,1420,1187
7147600220,20140626T000000,230000.0,3,1.0,1060,9946,1.0,0,0,4,7,1060.0,0,1956,0,98188,47.4432,-122.28200000000001,1310,10619
2525300200,20140515T000000,215000.0,3,1.0,1160,10384,1.0,0,0,4,6,1160.0,0,1969,0,98038,47.3634,-122.027,1200,9880
8682320160,20150220T000000,439950.0,2,2.0,1440,4666,1.0,0,0,3,8,1440.0,0,2010,0,98053,47.708999999999996,-122.01899999999999,1510,4595
1862400353,20150326T000000,721000.0,4,2.75,2690,5400,2.0,0,0,3,7,2210.0,480,1940,2009,98117,47.6963,-122.367,1620,5400
6300000335,20150429T000000,729953.0,5,3.0,3230,5167,1.5,0,0,4,8,2000.0,1230,1909,0,98133,47.7053,-122.34,1509,1626
1925059194,20141209T000000,1145000.0,4,2.25,2840,20242,1.0,0,0,3,8,2240.0,600,1972,0,98004,47.638999999999996,-122.21600000000001,2840,20372
2719100042,20140623T000000,458500.0,3,2.0,1890,1599,2.0,0,0,3,9,1430.0,460,2012,0,98136,47.5438,-122.385,1780,1562
1683600110,20150305T000000,230000.0,3,1.75,1720,9125,1.0,0,0,4,7,1140.0,580,1981,0,98092,47.3173,-122.181,1120,7506
7230400400,20150326T000000,415500.0,3,2.0,1220,17652,1.0,0,0,4,7,1220.0,0,1980,0,98059,47.4712,-122.1,1990,17652
4038000040,20150326T000000,250000.0,4,1.75,1910,8250,1.0,0,0,4,7,1910.0,0,1959,0,98008,47.6131,-122.12299999999999,1500,8250
626059317,20141120T000000,375000.0,3,1.75,1430,10574,2.0,0,0,3,7,1430.0,0,1981,0,98011,47.7668,-122.21799999999999,1900,10450
9406500480,20150420T000000,273000.0,2,2.0,1384,1822,2.0,0,0,3,7,1384.0,0,1990,0,98028,47.7525,-122.244,1078,1315
2781250150,20150423T000000,445000.0,4,2.5,2990,6383,2.0,0,0,3,7,2990.0,0,2003,0,98038,47.3499,-122.027,2640,6454
3629921140,20141030T000000,856000.0,5,3.25,3620,5500,2.0,0,2,3,9,3620.0,0,2003,0,98029,47.5442,-121.99600000000001,3260,5500
1772600510,20140620T000000,625000.0,3,2.5,2440,4800,2.0,0,0,3,10,2440.0,0,2014,0,98106,47.5595,-122.365,1180,5480
5101402276,20141217T000000,495000.0,4,1.75,1930,6720,1.0,0,2,3,8,1130.0,800,1959,0,98115,47.6935,-122.31200000000001,1850,6380
5040800060,20150204T000000,675000.0,3,1.75,1710,5913,1.0,0,0,4,8,1120.0,590,1941,0,98199,47.6481,-122.406,2920,5922
2771604370,20140926T000000,460000.0,3,1.75,1300,4000,1.0,0,0,3,7,900.0,400,1953,0,98199,47.6368,-122.38799999999999,1750,4000
3395040580,20141023T000000,310000.0,3,2.25,1590,3056,2.0,0,0,3,7,1590.0,0,2001,0,98108,47.5432,-122.29299999999999,1540,2890
3741600020,20140915T000000,540000.0,3,2.25,2100,20018,1.0,0,4,3,8,1470.0,630,1948,0,98166,47.4544,-122.366,2410,17196
1630700380,20150130T000000,1920000.0,5,5.75,7730,230868,2.0,0,0,3,12,6660.0,1070,2004,0,98077,47.7615,-122.084,2660,39292
1568100387,20150322T000000,467000.0,3,2.0,1840,3432,2.0,0,0,3,7,1840.0,0,2012,0,98155,47.7368,-122.295,1280,7573
3905010140,20140529T000000,690000.0,4,2.5,2920,9904,2.0,0,0,4,9,2920.0,0,1990,0,98029,47.5759,-121.995,1810,5617
3626039187,20150406T000000,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770.0,0,1953,0,98117,47.6999,-122.36399999999999,1710,6000
9165100330,20141212T000000,425000.0,2,1.0,1040,4040,1.0,0,0,3,7,940.0,100,1928,0,98117,47.6829,-122.39299999999999,1420,4040
776600130,20140502T000000,275000.0,3,1.5,1180,10277,1.0,0,0,3,6,1180.0,0,1983,0,98045,47.488,-121.787,1680,11104
9578501030,20140729T000000,432500.0,4,2.5,3172,5033,2.0,0,0,3,8,3172.0,0,2014,0,98023,47.2961,-122.348,2704,5232
7234601440,20140925T000000,750000.0,2,1.5,1300,7632,1.0,0,2,3,7,1300.0,0,1943,0,98122,47.6134,-122.30799999999999,1420,1676
5216200090,20140616T000000,385000.0,2,1.0,830,26329,1.0,1,3,4,6,830.0,0,1928,0,98070,47.4012,-122.425,2030,27338
421000185,20140611T000000,200000.0,2,1.0,700,4700,1.0,0,0,5,5,700.0,0,1953,0,98056,47.4953,-122.169,960,5200
6084200100,20140801T000000,400000.0,3,2.5,2120,3742,2.0,0,0,3,7,2120.0,0,2006,0,98059,47.4787,-122.12899999999999,2250,4696
4024101545,20140922T000000,364000.0,4,2.25,1750,10270,1.5,0,0,4,8,1750.0,0,1968,0,98155,47.7612,-122.31,1750,10127
5453700060,20150224T000000,875000.0,4,1.75,2180,9726,1.0,0,0,4,9,2180.0,0,1966,0,98040,47.5359,-122.23299999999999,2560,10244
6384500035,20140701T000000,370000.0,2,1.0,860,6050,1.0,0,0,3,7,860.0,0,1952,0,98116,47.5697,-122.4,1130,6050
7853280490,20141222T000000,633000.0,4,3.5,4220,5817,2.0,0,0,3,9,2910.0,1310,2006,0,98065,47.5392,-121.86200000000001,4290,6637
7853320950,20141023T000000,412500.0,3,2.0,1680,5246,1.0,0,0,3,7,1680.0,0,2007,0,98065,47.5206,-121.868,2430,6883
2624049091,20150313T000000,2903000.0,5,2.5,3750,91681,2.0,1,4,3,10,3750.0,0,1925,0,98118,47.5379,-122.264,3540,24293
5416510710,20140505T000000,309950.0,4,2.75,2310,5000,2.0,0,0,3,7,2310.0,0,2006,0,98038,47.3614,-122.035,1980,5000
9828702156,20150219T000000,638000.0,3,3.25,1720,1587,2.5,0,2,3,9,1410.0,310,2004,0,98122,47.6187,-122.29899999999999,1490,1620
7856700060,20150413T000000,893880.0,6,2.5,2820,8600,1.0,0,0,5,8,1430.0,1390,1967,0,98006,47.565,-122.14399999999999,2070,8900
2419700030,20140825T000000,820000.0,4,2.5,3170,3862,3.0,0,0,3,8,3170.0,0,2008,0,98034,47.6705,-122.145,2840,4181
4310702858,20141015T000000,414950.0,3,2.5,1570,1551,3.0,0,0,3,8,1570.0,0,2008,0,98103,47.6961,-122.34100000000001,1570,1705
2800031,20150401T000000,235000.0,3,1.0,1430,7599,1.5,0,0,4,6,1010.0,420,1930,0,98168,47.4783,-122.265,1290,10320
3211000930,20150316T000000,275000.0,3,1.5,1350,7800,1.0,0,0,3,7,1350.0,0,1959,0,98059,47.4805,-122.15799999999999,1510,8040
2490200220,20150302T000000,515000.0,3,1.5,1660,5100,1.0,0,0,4,7,1210.0,450,1954,0,98136,47.5345,-122.383,1440,5100
9558200210,20150217T000000,290000.0,3,1.0,1240,9300,1.0,0,0,3,7,1240.0,0,1954,0,98148,47.4363,-122.333,1250,9300
293620180,20150331T000000,900000.0,4,2.5,3510,6745,2.0,0,0,3,10,3510.0,0,1998,0,98075,47.6016,-122.074,3320,8370
6662000070,20140514T000000,715000.0,4,2.25,2060,5649,1.0,0,0,5,8,1360.0,700,1941,0,98199,47.6496,-122.40700000000001,2060,5626
5104510540,20141126T000000,295000.0,3,2.5,1690,4102,2.0,0,0,3,7,1690.0,0,2003,0,98038,47.3552,-122.015,1830,4733
4014400237,20140523T000000,132500.0,3,1.0,1080,10500,1.0,0,0,3,7,1080.0,0,1967,0,98001,47.32,-122.27799999999999,1200,9607
8562790710,20150410T000000,725000.0,4,3.25,2610,2552,2.0,0,0,3,10,2160.0,450,2008,0,98027,47.5322,-122.07600000000001,2610,2664
2397100975,20150220T000000,1313000.0,6,3.0,2980,7200,1.5,0,2,3,8,2980.0,0,1911,0,98119,47.6366,-122.36200000000001,1720,3600
7518502030,20141117T000000,410000.0,4,2.0,1900,5100,1.0,0,0,3,6,950.0,950,1914,1973,98117,47.6767,-122.38,1230,5100
7853220210,20140922T000000,563500.0,4,2.5,2780,7838,2.0,0,3,3,9,2780.0,0,2004,0,98065,47.5312,-121.861,3160,7848
625059051,20140903T000000,2350000.0,4,2.25,4370,22863,2.5,0,3,4,10,3670.0,700,1907,1994,98033,47.6878,-122.215,2980,22863
126039213,20141203T000000,365500.0,2,1.0,1140,15624,1.0,0,0,4,6,1140.0,0,1909,0,98177,47.7673,-122.367,2110,15493
3211230300,20140929T000000,381500.0,2,2.0,2160,35183,1.0,0,0,3,9,2160.0,0,1985,0,98092,47.312,-122.115,2450,34992
6197800045,20140924T000000,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210.0,0,1954,0,98058,47.4375,-122.184,1640,14910
873900240,20140702T000000,256000.0,4,2.5,2050,5787,2.0,0,0,3,7,2050.0,0,2002,0,98198,47.3527,-122.315,2030,6615
1155640050,20140826T000000,430000.0,4,1.75,1710,7724,1.0,0,0,3,8,1710.0,0,1983,0,98155,47.7721,-122.29299999999999,1940,7724
5104450070,20150309T000000,435000.0,4,2.25,2730,7506,2.0,0,0,4,8,2730.0,0,1987,0,98058,47.4627,-122.152,2390,8015
1563100557,20141010T000000,445000.0,3,1.5,1310,1266,2.0,0,0,3,8,1120.0,190,2002,0,98116,47.5663,-122.40799999999999,1310,1378
9536602080,20141219T000000,229000.0,3,1.0,1020,8100,1.0,0,0,3,7,1020.0,0,1954,0,98198,47.3586,-122.314,1020,8100
8098400135,20140513T000000,385000.0,3,2.0,1480,6600,1.0,0,2,3,7,740.0,740,1943,0,98146,47.5081,-122.385,1250,7300
3336500180,20140605T000000,324500.0,3,2.5,1660,3990,2.0,0,0,3,7,1660.0,0,2009,0,98118,47.5298,-122.26799999999999,1670,4050
1218000025,20141013T000000,246000.0,4,2.0,1400,7632,1.5,0,0,5,6,1400.0,0,1930,0,98166,47.4625,-122.345,1400,7632
3313600266,20150213T000000,190000.0,3,1.0,1180,8775,1.0,0,0,3,7,1180.0,0,1966,0,98002,47.2848,-122.223,1300,8100
2025049175,20150105T000000,755000.0,2,2.5,1360,2070,2.0,0,0,3,8,1360.0,0,1999,0,98102,47.6423,-122.329,1920,2092
9828201885,20140822T000000,812000.0,3,2.5,2040,4559,2.0,0,0,3,9,2040.0,0,1998,0,98122,47.6156,-122.295,1500,4500
9523103001,20141013T000000,389000.0,2,1.0,850,3276,1.0,0,0,3,6,850.0,0,1910,0,98103,47.6742,-122.35,1460,4100
3304040130,20150212T000000,375900.0,3,2.0,1824,7120,1.0,0,0,3,9,1824.0,0,2010,0,98001,47.3457,-122.27,2409,6264
7519001321,20150210T000000,545000.0,4,2.0,1700,2350,1.0,0,0,3,6,850.0,850,1926,2014,98117,47.6865,-122.366,1600,4160
7010700292,20141009T000000,543500.0,3,2.25,1270,2790,1.0,0,0,3,7,990.0,280,1970,0,98199,47.6581,-122.396,1920,4000
7511200020,20140829T000000,509900.0,3,1.75,1690,53578,1.0,0,0,3,8,1690.0,0,1984,0,98053,47.6546,-122.04899999999999,2290,52707
4306500070,20140711T000000,475000.0,4,2.75,2200,16288,1.0,0,0,3,7,1290.0,910,1980,0,98059,47.4793,-122.12200000000001,2650,6620
3395070440,20150209T000000,305000.0,3,2.5,1320,2480,2.0,0,0,3,7,1320.0,0,2005,0,98118,47.536,-122.28399999999999,1320,3240
5100401060,20140908T000000,550000.0,4,3.0,2360,6678,1.0,0,0,3,8,1760.0,600,1949,0,98115,47.6919,-122.31299999999999,1640,6380
3262300920,20150408T000000,1200000.0,4,3.0,2150,8119,2.0,0,0,3,8,2150.0,0,1953,2004,98039,47.6335,-122.236,1590,8119
4330600360,20140617T000000,142500.0,4,0.75,1440,13300,1.0,0,0,3,6,1440.0,0,1948,0,98166,47.4761,-122.337,1460,11100
9406590280,20140516T000000,350000.0,4,2.5,2440,4000,2.0,0,0,3,7,2440.0,0,2009,0,98038,47.3841,-122.036,2410,4502
1023059223,20140725T000000,311000.0,3,1.0,1640,12060,1.0,0,0,4,7,1640.0,0,1960,0,98059,47.4941,-122.15100000000001,1680,9147
3832080070,20140616T000000,284000.0,3,2.5,1880,6008,2.0,0,0,3,7,1880.0,0,2009,0,98042,47.3366,-122.052,2180,5185
2787460430,20141028T000000,299950.0,2,1.75,1460,10506,1.0,0,0,3,7,1460.0,0,1983,0,98031,47.4048,-122.178,1460,8153
3374500240,20141217T000000,365000.0,3,2.5,2470,7700,2.0,0,0,4,8,2470.0,0,1990,0,98031,47.4096,-122.17,2400,7700
723069128,20140514T000000,543000.0,2,2.0,2370,217800,1.5,0,0,3,7,1600.0,770,1992,0,98027,47.5007,-122.088,2370,157687
7812800515,20141025T000000,159075.0,4,1.5,1580,6200,1.0,0,0,3,6,790.0,790,1944,0,98178,47.4971,-122.24,1320,6499
9211010440,20150430T000000,535000.0,4,2.5,3250,6933,2.0,0,0,3,8,3250.0,0,2009,0,98059,47.4956,-122.15100000000001,3030,5308
626100023,20140611T000000,600000.0,5,2.75,2910,53898,1.0,0,0,5,7,1510.0,1400,1979,0,98077,47.7201,-122.06200000000001,3210,216928
3812400854,20141028T000000,352800.0,4,2.0,2080,6360,1.0,0,0,3,7,1330.0,750,1960,0,98118,47.5392,-122.27799999999999,2080,6741
7856410430,20140530T000000,1385000.0,6,2.75,5700,20000,1.0,0,4,4,10,2850.0,2850,1977,0,98006,47.5601,-122.16,3690,15700
3023000410,20150430T000000,405000.0,5,2.75,2400,4900,2.0,0,0,3,8,2400.0,0,2011,0,98038,47.355,-122.057,2110,5696
4122700040,20141010T000000,860000.0,3,1.75,2600,15064,1.0,0,0,4,8,1700.0,900,1967,0,98004,47.64,-122.204,2940,14984
1189000825,20140702T000000,580000.0,3,2.25,1900,3960,1.5,0,0,3,8,1200.0,700,1905,0,98122,47.6122,-122.29799999999999,1310,3960
3157600615,20140708T000000,326500.0,3,1.0,1060,7920,1.0,0,0,4,7,1060.0,0,1968,0,98106,47.5649,-122.35799999999999,1060,7457
2205700180,20150403T000000,545000.0,3,2.0,1610,8069,1.0,0,0,5,7,1090.0,520,1955,0,98006,47.5754,-122.15,1510,8803
865100055,20140612T000000,900000.0,4,2.25,2460,44431,1.0,0,0,4,9,2460.0,0,1957,0,98007,47.6042,-122.147,2830,44431
1337800665,20140811T000000,1325000.0,4,3.25,2850,4800,2.5,0,0,5,10,2700.0,150,1905,0,98112,47.6292,-122.31200000000001,2850,4800
1843130530,20141125T000000,279000.0,3,2.0,1640,5650,1.0,0,0,3,7,1640.0,0,2003,0,98042,47.3736,-122.13,2250,5488
662440020,20150226T000000,380000.0,4,2.5,2420,4981,2.0,0,0,3,9,2420.0,0,2009,0,98038,47.3785,-122.023,2420,5000
9206700190,20150306T000000,713900.0,3,2.5,3370,167706,1.0,0,0,3,10,3370.0,0,2000,0,98038,47.4379,-122.022,3350,213444
3010300415,20150211T000000,383000.0,5,2.0,2280,5750,1.0,0,0,4,8,1140.0,1140,1951,0,98116,47.5672,-122.39,1780,5750
1370802455,20140813T000000,1050000.0,4,4.5,3180,4606,2.0,0,3,4,9,1990.0,1190,1929,0,98199,47.6402,-122.405,2110,5323
2490200450,20140609T000000,550000.0,4,2.5,2700,5100,1.0,0,0,4,8,1440.0,1260,1968,0,98136,47.5331,-122.384,1880,5100
2725079018,20140509T000000,800000.0,4,3.25,3540,159430,2.0,0,0,3,9,3540.0,0,2007,0,98014,47.6285,-121.899,1940,392040
8585400135,20141105T000000,585000.0,4,1.75,1760,5356,1.0,0,0,4,7,920.0,840,1950,0,98115,47.678999999999995,-122.288,1680,5184
646500070,20141106T000000,420000.0,3,1.0,1060,7638,1.0,0,0,5,7,1060.0,0,1966,0,98007,47.5941,-122.14200000000001,1470,8097
2473001210,20140916T000000,333000.0,4,1.75,1880,9880,1.0,0,0,4,8,1880.0,0,1967,0,98058,47.4551,-122.15100000000001,1880,9600
6453550090,20150505T000000,861111.0,4,2.5,3650,7090,2.0,0,0,3,10,3650.0,0,2008,0,98074,47.606,-122.052,3860,7272
3388000080,20150422T000000,281700.0,3,1.0,1570,8316,1.0,0,0,3,7,1070.0,500,1962,0,98031,47.3943,-122.198,2030,8295
2970800145,20150407T000000,350500.0,3,1.75,2080,5200,1.0,0,0,3,7,1040.0,1040,1974,0,98166,47.4738,-122.35,1410,6550
4202400395,20150316T000000,285000.0,3,1.75,1930,6533,1.0,0,0,3,7,1230.0,700,1960,0,98055,47.4883,-122.221,2030,5954
546001020,20150218T000000,554000.0,3,2.0,1760,4046,1.0,0,0,3,7,960.0,800,1931,0,98117,47.6876,-122.381,1500,4046
724069023,20150414T000000,1247000.0,1,1.25,1810,5070,1.5,1,4,4,8,1230.0,580,1967,0,98075,47.5814,-122.081,2280,5070
7658600150,20140630T000000,435000.0,4,2.0,1880,3840,1.0,0,0,3,7,970.0,910,1904,0,98144,47.5929,-122.303,1670,1820
2888000030,20140926T000000,500000.0,4,2.25,2270,8196,1.0,0,0,5,7,1150.0,1120,1963,0,98034,47.7214,-122.227,1920,10122
3750603732,20150128T000000,276000.0,3,1.75,2240,9200,1.0,0,0,4,7,1440.0,800,1968,0,98001,47.2635,-122.28399999999999,1740,9600
1545802080,20140904T000000,230000.0,3,2.0,1310,7332,1.0,0,0,3,7,1310.0,0,1987,0,98038,47.3597,-122.051,1530,7362
2309710230,20150415T000000,275000.0,3,2.75,1740,5757,1.0,0,0,3,7,1740.0,0,2010,0,98022,47.1941,-121.979,2380,5647
1432400065,20140605T000000,189000.0,3,1.0,1010,7560,1.0,0,0,3,6,1010.0,0,1958,0,98058,47.4497,-122.176,1170,7560
3326059253,20150330T000000,815000.0,4,2.5,3030,7187,2.0,0,0,3,9,3030.0,0,2005,0,98033,47.6934,-122.166,3030,7187
2249800080,20140523T000000,445000.0,3,2.0,1630,8702,1.0,0,0,3,9,1630.0,0,1987,0,98056,47.5168,-122.193,2250,9890
7452500770,20140908T000000,267500.0,2,1.0,960,5150,1.0,0,0,5,6,960.0,0,1951,0,98126,47.5201,-122.37200000000001,1010,5000
3123059107,20140520T000000,555000.0,3,2.5,3050,158558,1.0,0,0,4,9,3050.0,0,1987,0,98055,47.4326,-122.208,2960,31050
8645900080,20140827T000000,427000.0,3,2.0,1720,128066,1.0,0,0,3,7,1720.0,0,1994,0,98027,47.4487,-121.98100000000001,2360,111078
3336001360,20140826T000000,254000.0,2,1.0,910,6000,1.0,0,0,3,6,910.0,0,1943,0,98118,47.5253,-122.266,1460,5800
7811210200,20150420T000000,542500.0,4,2.25,1750,10160,1.0,0,0,3,8,1320.0,430,1972,0,98005,47.5909,-122.15799999999999,2170,11165
726049202,20150506T000000,335000.0,3,1.0,1020,10200,1.0,0,0,4,7,1020.0,0,1954,0,98133,47.7503,-122.348,1170,8188
3649100387,20150416T000000,506000.0,4,2.25,2040,12000,1.0,0,0,4,7,1300.0,740,1963,0,98028,47.7362,-122.241,1930,12000
3876760430,20140822T000000,269950.0,3,2.25,1660,7003,2.0,0,0,3,7,1660.0,0,1996,0,98030,47.3599,-122.18799999999999,1840,6680
5101408599,20140611T000000,465000.0,4,1.75,1470,5350,1.0,0,0,3,7,980.0,490,1955,0,98125,47.7048,-122.315,1970,6138
4077800593,20140915T000000,355000.0,3,1.0,1360,8968,1.0,0,0,3,7,1360.0,0,1956,0,98125,47.7105,-122.289,1490,7355
